Original_Index,Head,Tail,True_Relation,Model_Raw_Output,Parsed_Prediction
1753,/m/07nt8p,/m/02h40lc,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
1754,/m/07bdd_,/m/03nx8mj,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1755,/m/0btpm6,/m/03rjj,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1756,/m/01z4y,/m/04h41v,/media_common/netflix_genre/titles,**Predicted Relation:** /film/film/genre,/film/film/genre
1757,/m/04hwbq,/m/015fr,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1758,/m/09r9dp,/m/01g63y,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
1759,/m/02cl1,/m/0km5c,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,**Predicted Relation:** /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed
1760,/m/028dcg,/m/021996,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/institution,/education/educational_degree/people_with_this_degree./education/education/institution
1761,/m/0h96g,/m/0bdwft,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1762,/m/06mmb,/m/049k07,/award/award_winner/awards_won./award/award_honor/award_winner,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
1763,/m/0blpg,/m/0219x_,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
1764,/m/01xllf,/m/02rrfzf,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
1765,/m/02jx1,/m/013t85,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
1766,/m/028tv0,/m/0j862,/music/performance_role/regular_performances./music/group_membership/role,**Predicted Relation:** /music/performance_role/regular_performances./music/group_membership/role,/music/performance_role/regular_performances./music/group_membership/role
1767,/m/02lf1j,/m/02kk_c,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
1768,/m/0gr4k,/m/09306z,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
1769,/m/01bx35,/m/02f1c,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1770,/m/0f2v0,/m/02b9g4,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,**Predicted Relation:** /base/popstra/celebrity/friendship./base/popstra/friendship/participant,/base/popstra/celebrity/friendship./base/popstra/friendship/participant
1771,/m/09_9n,/m/06qd3,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/country,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/country
1772,/m/01m15br,/m/026mg3,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1773,/m/029_3,/m/0dxtg,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1774,/m/0dl5d,/m/047cx,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
1775,/m/02lmk,/m/01g63y,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
1776,/m/015fr,/m/0b6css,/organization/organization_member/member_of./organization/organization_membership/organization,**Predicted Relation:** /location/location/adjoin_s./location/adjoining_relationship/adjoins,/location/location/adjoin_s./location/adjoining_relationship/adjoins
1777,/m/01f7jt,/m/06n90,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
1778,/m/03x31g,/m/04vmp,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
1779,/m/017s11,/m/025n07,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,**Predicted Relation:** /film/film/production_companies,/film/film/production_companies
1780,/m/02_p8v,/m/01hp5,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
1781,/m/07cbcy,/m/0bv8h2,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1782,/m/0163v,/m/0hzc9wc,/base/aareas/schema/administrative_area/administrative_area_type,**Predicted Relation:** /location/country/second_level_divisions,/location/country/second_level_divisions
1783,/m/0dq630k,/m/05148p4,/music/performance_role/track_performances./music/track_contribution/role,**Predicted Relation:** /music/instrument/instrumentalists,/music/instrument/instrumentalists
1784,/m/0j_sncb,/m/034h1h,/organization/organization_member/member_of./organization/organization_membership/organization,**Predicted Relation:** /organization/organization_member/member_of./organization/organization_membership/organization,/organization/organization_member/member_of./organization/organization_membership/organization
1785,/m/01wwnh2,/m/05r5c,/music/artist/track_contributions./music/track_contribution/role,**Predicted Relation:** /music/artist/track_contributions./music/track_contribution/role,/music/artist/track_contributions./music/track_contribution/role
1786,/m/0jgx,/m/0jhn7,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,**Predicted Relation:** /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics
1787,/m/0289q,/m/03nt7j,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,**Predicted Relation:** /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft
1788,/m/018pj3,/m/0tygl,/music/artist/origin,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
1789,/m/03v1s,/m/01y0s9,/location/statistical_region/religions./location/religion_percentage/religion,**Predicted Relation:** /location/statistical_region/religions./location/religion_percentage/religion,/location/statistical_region/religions./location/religion_percentage/religion
1790,/m/043q6n_,/m/01d_h8,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1791,/m/06x76,/m/0jm_,/sports/sports_team/sport,**Predicted Relation:** /sports/sports_team/sport,/sports/sports_team/sport
1792,/m/07x4qr,/m/0k6nt,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1793,/m/01npcy7,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/spouse_s./people/marriage/location_of_ceremony,/people/person/spouse_s./people/marriage/location_of_ceremony
1794,/m/03qk20,/m/01wyz92,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
1795,/m/04yt7,/m/0dn44,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /film/film/written_by,/film/film/written_by
1796,/m/027pfg,/m/03cx282,/film/film/cinematography,**Predicted Relation:** /film/film/cinematography,/film/film/cinematography
1797,/m/0l99s,/m/03pm9,/influence/influence_node/influenced_by,**Predicted Relation:** /people/person/profession,/people/person/profession
1798,/m/07c5l,/m/0162v,/location/location/contains,**Predicted Relation:** /base/locations/continents/countries_within,/base/locations/continents/countries_within
1799,/m/01ydzx,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
1800,/m/043qqt5,/m/06b4wb,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
1801,/m/06f41,/m/02k8k,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
1802,/m/09kzxt,/m/0dgrmp,/soccer/football_team/current_roster./soccer/football_roster_position/position,**Predicted Relation:** /soccer/football_team/current_roster./soccer/football_roster_position/position,/soccer/football_team/current_roster./soccer/football_roster_position/position
1803,/m/01pgzn_,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1804,/m/022h5x,/m/04hgpt,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/institution,/education/educational_degree/people_with_this_degree./education/education/institution
1805,/m/09sdmz,/m/01rwpj,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1806,/m/07jq_,/m/01jmyj,/film/film_subject/films,**Predicted Relation:** /film/film_subject/films,/film/film_subject/films
1807,/m/0jwmp,/m/07h07,/film/film/written_by,**Predicted Relation:** /film/film/written_by,/film/film/written_by
1808,/m/0jnh,/m/04bbb8,/military/military_conflict/combatants./military/military_combatant_group/combatants,**Predicted Relation:** /military/military_combatant/military_conflicts./military/military_combatant_group/combatants,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
1809,/m/01cszh,/m/086qd,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
1810,/m/02h4rq6,/m/0gjv_,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/institution,/education/educational_degree/people_with_this_degree./education/education/institution
1811,/m/0821j,/m/012cph,/influence/influence_node/influenced_by,**Predicted Relation:** /people/person/profession,/people/person/profession
1812,/m/0cx7f,/m/04kjrv,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
1813,/m/01dtcb,/m/015bwt,/music/record_label/artist,**Predicted Relation:** /music/record_label/artist,/music/record_label/artist
1814,/m/04jwp,/m/02jx1,/people/person/nationality,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
1815,/m/0bh8drv,/m/07ssc,/film/film/country,**Predicted Relation:** /film/film/country,/film/film/country
1816,/m/0gqwc,/m/01gvyp,/award/award_category/winners./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1817,/m/02cft,/m/0ll3,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,**Predicted Relation:** /travel/travel_destination_monthly_climate/month,/travel/travel_destination_monthly_climate/month
1818,/m/05s_k6,/m/01fmys,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,**Predicted Relation:** /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
1819,/m/01h4rj,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
1820,/m/06pj8,/m/0157m,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,**Predicted Relation:** /people/person/spouse_s./people/marriage/spouse,/people/person/spouse_s./people/marriage/spouse
1821,/m/01wkmgb,/m/09jwl,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1822,/m/04rjg,/m/011ypx,/film/film_subject/films,**Predicted Relation:** /film/film_subject/films,/film/film_subject/films
1823,/m/0gq9h,/m/08nvyr,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1824,/m/064t9,/m/05szp,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
1825,/m/0315w4,/m/09c7w0,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
1826,/m/0275n3y,/m/042xrr,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_ceremony/awards_presented./award/award_honor/award_winner,/award/award_ceremony/awards_presented./award/award_honor/award_winner
1827,/m/050xxm,/m/04t36,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
1828,/m/05ftw3,/m/065zr,/organization/organization/headquarters./location/mailing_address/state_province_region,**Predicted Relation:** /location/location/contains,/location/location/contains
1829,/m/07z1_q,/m/05lb65,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
1830,/m/0njpq,/m/02hcv8,/location/location/time_zones,**Predicted Relation:** /location/location/time_zones,/location/location/time_zones
1831,/m/02xry,/m/0rql_,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
1832,/m/02xwq9,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
1833,/m/02gdjb,/m/09n4nb,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/category_of,/award/award_category/category_of
1834,/m/02f8zw,/m/05jxkf,/education/educational_institution/school_type,**Predicted Relation:** /education/educational_institution/school_type,/education/educational_institution/school_type
1835,/m/0gjc4d3,/m/04gzd,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1836,/m/0c6g1l,/m/076zy_g,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
1837,/m/0dq_5,/m/049mr,/organization/role/leaders./organization/leadership/organization,**Predicted Relation:** /business/job_title/people_with_this_title./business/employment_tenure/company,/business/job_title/people_with_this_title./business/employment_tenure/company
1838,/m/01sn3,/m/01yhm,/sports/sports_team_location/teams,**Predicted Relation:** /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school
1839,/m/02pyyld,/m/039yzs,/sports/sports_team/sport,**Predicted Relation:** /sports/sports_team/sport,/sports/sports_team/sport
1840,/m/0c8qq,/m/09c7w0,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/distributors./film/film_film_distributor_relationship/region,/film/film/distributors./film/film_film_distributor_relationship/region
1841,/m/01ktz1,/m/02hcv8,/location/location/time_zones,**Predicted Relation:** /location/location/time_zones,/location/location/time_zones
1842,/m/0n6ds,/m/02l7c8,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
1843,/m/016zp5,/m/0bs0bh,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1844,/m/09c7w0,/m/010t4v,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
1845,/m/013xrm,/m/04306rv,/people/ethnicity/languages_spoken,**Predicted Relation:** /people/ethnicity/languages_spoken,/people/ethnicity/languages_spoken
1846,/m/065z3_x,/m/02r96rf,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
1847,/m/0478__m,/m/09889g,/influence/influence_node/influenced_by,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1848,/m/0cf08,/m/0k611,/award/award_winning_work/awards_won./award/award_honor/award,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award,/award/award_winning_work/awards_won./award/award_honor/award
1849,/m/077q8x,/m/0chghy,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
1850,/m/0pgm3,/m/02ywwy,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,**Predicted Relation:** /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program
1851,/m/01ck6v,/m/0gpjbt,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/category_of,/award/award_category/category_of
1852,/m/06d4h,/m/023gxx,/film/film_subject/films,**Predicted Relation:** /film/film_subject/films,/film/film_subject/films
1853,/m/04zx3q1,/m/02cttt,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/institution,/education/educational_degree/people_with_this_degree./education/education/institution
1854,/m/04z0g,/m/025v3k,/people/person/employment_history./business/employment_tenure/company,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/student,/education/educational_institution/students_graduates./education/education/student
1855,/m/01z4y,/m/058kh7,/media_common/netflix_genre/titles,**Predicted Relation:** /film/film/genre,/film/film/genre
1856,/m/01nczg,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
1857,/m/06by7,/m/04rcr,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
1858,/m/01v40wd,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1859,/m/046f3p,/m/02r96rf,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
1860,/m/0947l,/m/05cw8,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,**Predicted Relation:** /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
1861,/m/0gr4k,/m/0pv3x,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award_winner,/award/award_winning_work/awards_won./award/award_honor/award_winner
1862,/m/02ppm4q,/m/0fgpvf,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1863,/m/05zksls,/m/0flw6,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1864,/m/027752,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /organization/organization/official_website,/organization/organization/official_website
1865,/m/0m9p3,/m/082gq,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
1866,/m/0243cq,/m/0dq6p,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,**Predicted Relation:** /film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium
1867,/m/065ym0c,/m/0j1z8,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1868,/m/064p92m,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
1869,/m/05b3ts,/m/0fbq2n,/sports/sports_position/players./sports/sports_team_roster/team,**Predicted Relation:** /sports/sports_position/players./sports/sports_team_roster/team,/sports/sports_position/players./sports/sports_team_roster/team
1870,/m/01540,/m/01mkq,/education/field_of_study/students_majoring./education/education/major_field_of_study,**Predicted Relation:** /education/field_of_study/students_majoring./education/education/major_field_of_study,/education/field_of_study/students_majoring./education/education/major_field_of_study
1871,/m/014mlp,/m/02gnh0,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
1872,/m/0dzkq,/m/01hng3,/people/person/religion,**Predicted Relation:** /people/person/religion,/people/person/religion
1873,/m/03c7tr1,/m/0fphf3v,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1874,/m/03rbzn,/m/01znc_,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
1875,/m/01cf5,/m/03z19,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,**Predicted Relation:** /organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency
1876,/m/0byq0v,/m/0jc_p,/sports/sports_team/colors,**Predicted Relation:** /sports/sports_team/colors,/sports/sports_team/colors
1877,/m/02ckl3,/m/05pcjw,/education/educational_institution/school_type,**Predicted Relation:** /education/educational_institution/school_type,/education/educational_institution/school_type
1878,/m/0k611,/m/02k1pr,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
1879,/m/02q52q,/m/0gqz2,/award/award_winning_work/awards_won./award/award_honor/award,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1880,/m/0xhtw,/m/0187x8,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
1881,/m/0jmdb,/m/02bhj4,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,**Predicted Relation:** /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school
1882,/m/02x1dht,/m/0404j37,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
1883,/m/026lg0s,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /sports/sports_team/roster./american_football/football_historical_roster_position/position_s,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s
1884,/m/019w9j,/m/015qh,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
1885,/m/01dpsv,/m/02v1m7,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1886,/m/09d28z,/m/081lh,/award/award_category/winners./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
1887,/m/01mt1fy,/m/0bdw6t,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
1888,/m/07s6fsf,/m/01r3w7,/education/educational_degree/people_with_this_degree./education/education/institution,**Predicted Relation:** /education/educational_degree/people_with_this_degree./education/education/institution,/education/educational_degree/people_with_this_degree./education/education/institution
1889,/m/0ljc_,/m/03r0rq,/media_common/netflix_genre/titles,**Predicted Relation:** /tv/tv_network/programs./tv/tv_network_duration/program,/tv/tv_network/programs./tv/tv_network_duration/program
1890,/m/04w7rn,/m/064_8sq,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
1891,/m/03gkn5,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
1892,/m/03nl5k,/m/019bk0,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
1893,/m/01vw26l,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
1894,/m/0660b9b,/m/09zzb8,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
1895,/m/0n04r,/m/06mkj,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
1896,/m/01wbsdz,/m/013yq,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/places_lived./people/place_lived/location,/people/person/places_lived./people/place_lived/location
1897,/m/066yfh,/m/0ckd1,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,**Predicted Relation:** /tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type
1898,/m/0vmt,/m/01n7q,/location/location/adjoin_s./location/adjoining_relationship/adjoins,**Predicted Relation:** /location/location/adjoin_s./location/adjoining_relationship/adjoins,/location/location/adjoin_s./location/adjoining_relationship/adjoins
1899,/m/0mnm2,/m/0mnm2,/location/hud_county_place/county,**Predicted Relation:** /location/location/contains,/location/location/contains
1900,/m/0gg5kmg,/m/05b4w,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
1901,/m/0f4vx0,/m/0dzst,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,**Predicted Relation:** /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school
1902,/m/03q8xj,/m/0f8l9c,/film/film/country,**Predicted Relation:** /film/film/country,/film/film/country
1903,/m/060c4,/m/01rr31,/organization/role/leaders./organization/leadership/organization,**Predicted Relation:** /organization/role/leaders./organization/leadership/organization,/organization/role/leaders./organization/leadership/organization
1904,/m/0gv2r,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
1905,/m/034np8,/m/0640y35,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
1906,/m/016z43,/m/09c7w0,/film/film/country,**Predicted Relation:** /film/film/production_companies,/film/film/production_companies
1907,/m/016tt2,/m/0ddj0x,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,**Predicted Relation:** /film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium
1908,/m/043tg,/m/039n1,/influence/influence_node/influenced_by,**Predicted Relation:** /influence/influence_node/influenced_by,/influence/influence_node/influenced_by
1909,/m/0gjc4d3,/m/01_d4,/film/film/featured_film_locations,**Predicted Relation:** /film/film/featured_film_locations,/film/film/featured_film_locations
1910,/m/01y3_q,/m/0hh2s,/music/genre/parent_genre,**Predicted Relation:** /music/genre/parent_genre,/music/genre/parent_genre
